name,team,gradClass,position,height,weight,highSchool,homeTown_city,homeTown_state,isInternational,weight_group,height_group
Jake Reich,University of Tulsa,Freshman,Defender,5'11,165,Cooper City HS,Cooper City,(FL) - Florida,False,150-169,5'8-5'11
Samy Slimi,University of Tulsa,Junior,Goalkeeper,6'3,180,Paris FC Academy,Paris,France,True,170-199,6'0-6'6
Danny Stevens,University of Tulsa,Freshman,Defender,6'2,175,Nease HS (Fla.),Munich,Germany,True,170-199,6'0-6'6
Lou Liedtka,University of Vermont,Graduate Student,Goalkeeper,6'0,175,Cheltenham,Wyncote,(PA) - Pennsylvania,False,170-199,6'0-6'6
Niklas Herceg,University of Vermont,Freshman,Goalkeeper,6'6,213,Gymnasium Alsdorf,Alsdorf,Germany,True,Above 200,6'6+
Nathan  Siméon,University of Vermont,Graduate Student,Defender,5'11,175,Regina Assumpta,Montreal,,False,170-199,5'8-5'11
Mike Bleeker,University of Vermont,Graduate Student,Defender,6'0,190,Wayne Valley,Wayne,(NJ) - New Jersey,False,170-199,6'0-6'6
Cole Richardson,University of Vermont,Senior,Defender,6'1,175,Oliver Ames,Easton,(MA) - Massachusetts,False,170-199,6'0-6'6
Adrian Schulze Solano,University of Vermont,Senior,Defender,6'1,187,Eschborn,Bad Soden am Taunus,Germany,True,170-199,6'0-6'6
Connor Thompson,University of Vermont,Redshirt Senior,Midfielder,6'0,170,Kennebunk,Kennenbunk,(ME) - Maine,False,170-199,6'0-6'6
Andrew Millar,University of Vermont,Redshirt Sophomore,Midfielder,6'2,165,Cambridge Rindge & Latin,Cambridge,(MA) - Massachusetts,False,150-169,6'0-6'6
Niels Hartman,University of Vermont,Graduate Student,Midfielder,6'2,175,Bayside Comprehensive,Gibraltar,Gibraltar,True,170-199,6'0-6'6
Maximilian Kissel,University of Vermont,Junior,Forward,6'0,150,Schultz Delitzsch Schule,Wiesbaden,Germany,True,150-169,6'0-6'6
Nick Lockermann,University of Vermont,Sophomore,Defender,5'11,175,Nuremberg,Nuremberg,Germany,True,170-199,5'8-5'11
Yaniv Bazini,University of Vermont,Redshirt Senior,Forward,6'2,183,Ben Yehuda,Beit Hanan,Israel,True,170-199,6'0-6'6
Nash Barlow,University of Vermont,Redshirt Sophomore,Midfielder,5'10,170,Burlington / Worcester Academy,Burlington,(VT) - Vermont,False,170-199,5'8-5'11
David Ismail,University of Vermont,Junior,Forward,6'4,200,Bertolt-Brecht-Schule,Bayreuth,Germany,True,Above 200,6'0-6'6
Ethan Czaporowski,University of Vermont,Redshirt Sophomore,Forward,5'8,160,Belchertown,Belchertown,(MA) - Massachusetts,False,150-169,5'8-5'11
Gianluca Armellino,University of Vermont,Sophomore,Forward,5'9,160,Connections Academy,Milford,(CT) - Connecticut,False,150-169,5'8-5'11
Ioannis Vassiliou,University of Vermont,Graduate Student,Defender,5'11,171,Heinrich-von-Kleist School,Frankfurt,Germany,True,170-199,5'8-5'11
Marcell Papp,University of Vermont,Graduate Student,Forward,5'8,163,Budapest,Budapest,Hungary,True,150-169,5'8-5'11
Toby Grant,University of Vermont,Freshman,Defender,6'0,155,Farmington,Kaysville,(UT) - Utah,False,150-169,6'0-6'6
Karl Daly,University of Vermont,Redshirt Junior,Defender,6'3,190,Burlington,Burlington,(VT) - Vermont,False,170-199,6'0-6'6
Sydney Wathuta,University of Vermont,Sophomore,Forward,6'3,172,,Calgary,Canada,True,170-199,6'0-6'6
TJ Liquori,University of Vermont,Sophomore,Midfielder,6'0,185,Worcester Academy,Westfield,(MA) - Massachusetts,False,170-199,6'0-6'6
Pieter Bultman,University of Vermont,Redshirt Sophomore,Defender,6'3,180,Lexington,Lexington,(MA) - Massachusetts,False,170-199,6'0-6'6
Ryan Zellefrow,University of Vermont,Freshman,Forward,5'10,170,Conestoga,Berywn,(PA) - Pennsylvania,False,170-199,5'8-5'11
Zach Barrett,University of Vermont,Graduate Student,Defender,6'1,185,The Hill School,Phoenixville,(PA) - Pennsylvania,False,170-199,6'0-6'6
Jeremy Tsang,University of Vermont,Sophomore,Defender,5'11,155,Northwood,Sai Kung,Hong Kong,True,150-169,5'8-5'11
Max Murray,University of Vermont,Graduate Student,Forward,6'5,185,Kennebunk,Kennebunkport,(ME) - Maine,False,170-199,6'0-6'6
Mitchell Ringman,University of Vermont,Freshman,Goalkeeper,6'0,180,Mullen,Littleton,(CO) - Colorado,False,170-199,6'0-6'6
Caleb Tunks,University of Virginia,,,GK,-,Solar SC,Kailua-Kona,(HI) - Hawaii,False,,
Nick Dang,University of Virginia,,,D,6-2,,Brentwood,(TN) - Tennessee,False,,
Max Talley,University of Virginia,,,M,5-10,Memphis 901,Memphis,,False,,
Austin Rome,University of Virginia,,,D,-,,Bowie,(MD) - Maryland,False,,
Umberto Pelà,University of Virginia,,,M,5-11,,Milan,Italy,True,,
Brendan Lambe,University of Virginia,,,M,5-6,Atlanta United 2,Apex,(NC) - North Carolina,False,,
AJ Smith,University of Virginia,,,F,6-4,Fremad Amager (Denmark),Høje Taastup,Denmark,True,,
Joaquín Brizuela,University of Virginia,,,F,6-2,Godoy Cruz,Mendoza,Argentina,True,,
Albin Gashi,University of Virginia,,,M,5-11,,Vargarda,Sweden,True,,
Cesar Cordova,University of Virginia,,,F,-,Houston Dynamo 2,Houston,(TX) - Texas,False,,
Triton Beauvois,University of Virginia,,,F,5-9,,Boston,(MA) - Massachusetts,False,,
Victor Akoum,University of Virginia,,,D,-,Vancouver Whitecaps,Edmonton,Canada,True,,
Reese Miller,University of Virginia,,,D,6-0,,Houston,(TX) - Texas,False,,
Drew Serafino,University of Virginia,,,F/M,5-8,IFA,East Longmeadow,(MA) - Massachusetts,False,,
David Okorie,University of Virginia,,,F,5-7,,Alexandria,,False,,
Donovan Maryat,University of Virginia,,,D,-,Met Oval,Brooklyn,(NY) - New York,False,,
Amari Salley,University of Virginia,,,M,5-6,,Harrisburg,(NC) - North Carolina,False,,
Cameron Yriondo,University of Virginia,,,M,6-3,Eastside FC,Sammamish,(WA) - Washington,False,,
Colin Gallagher,University of Virginia,,,GK,6-1,,Safety Harbor,(FL) - Florida,False,,
Luke Burns,University of Virginia,,,M,6-0,Phoenix Rising FC,Scottsdale,(AZ) - Arizona,False,,
Parker Sloan,University of Virginia,,,D,5-8,,Cartersville,,False,,
Grant Howard,University of Virginia,,,D,-,Atlanta United 2,Atlanta,(GA) - Georgia,False,,
Miguel Kobby Adoboe,University of Virginia,,,M,5-8,,Sachse,(TX) - Texas,False,,
Michael Howard,University of Virginia,,,F/M,6-0,Atlanta United,Apex,(NC) - North Carolina,False,,
Anthony Faupel,University of Virginia,,,F,5-8,St. Louis CITY2,St. Louis,(MO) - Missouri,False,,
Alex Parvu,University of Virginia,,,D,6-2,New England Revolution Academy,Cumberland,(RI) - Rhode Island,False,,
Baka Kante,University of Virginia,,,M,5-11,Kansas Rush,Overland Park,(KS) - Kansas,False,,
Jed Akwaboah,University of Virginia,,,D,6-1,Cedar Stars Bergen,Short Hills,(NJ) - New Jersey,False,,
Matthew Hunter,University of Virginia,,,D,6-2,,Midlothian,,False,,
Spencer Sanderson,University of Virginia,,,GK,6-1,Austin FC,Austin,(TX) - Texas,False,,
Jesus De Vicente,University of Virginia,,,D,5-11,,Casas Bajas,Spain,True,,
Nicholas Simmonds,University of Virginia,,Unknown,F/M,6-4,Richmond Kickers,Midlothian,,False,,
Levi Bieber,University of Washington,Redshirt Sophomore,Goalkeeper,6'5,,Stadium,Tacoma,(WA) - Washington,False,,6'0-6'6
Jadon Bowton,University of Washington,Graduate Student,Goalkeeper,6'4,,Ferris,Spokane,(WA) - Washington,False,,6'0-6'6
Philip Kleemann,University of Washington,Redshirt Junior,Defender,6'4,,Newbury Park,Newbury Park,(CA) - California,False,,6'0-6'6
Egor Akulov,University of Washington,Redshirt Junior,Defender,6'2,,The Overlake School,Redmond,(WA) - Washington,False,,6'0-6'6
Charlie Kosakoff,University of Washington,Junior,Forward,5'11,,Torrey Pines,San Diego,(CA) - California,False,,5'8-5'11
Richie Aman,University of Washington,Senior,Midfielder,5'9,,Hanover,Hanover,(NH) - New Hampshire,False,,5'8-5'11
Harrison Bertos,University of Washington,Junior,Defender,6'1,,Brooks,Bedford,(MA) - Massachusetts,False,,6'0-6'6
Joe Dale,University of Washington,Redshirt Junior,Midfielder,5'9,,Roosevelt,Seattle,(WA) - Washington,False,,5'8-5'11
Mani Diop,University of Washington,Senior,Defender,6'5,,YSC Academy,Kaolack,Senegal,True,,6'0-6'6
Alex Hall,University of Washington,Sophomore,Midfielder,5'11,,Liberty,Newcastle,(WA) - Washington,False,,5'8-5'11
Nani Deperro,University of Washington,Redshirt Junior,Forward,5'9,,Summit,Bend,(OR) - Oregon,False,,5'8-5'11
Mikey Sherlock,University of Washington,Redshirt Junior,Midfielder,6'1,,Torrey Pines,Del Mar,(CA) - California,False,,6'0-6'6
Nick O'Brien,University of Washington,Redshirt Junior,Forward,5'11,,Archbishop Mitty,San Jose,(CA) - California,False,,5'8-5'11
Zach Ramsey,University of Washington,Sophomore,Midfielder,5'10,,Mount Si,Redmond,(WA) - Washington,False,,5'8-5'11
Conner Leber,University of Washington,Redshirt Senior,Defender,6'2,,Brophy College Prep,Phoenix,(AZ) - Arizona,False,,6'0-6'6
Sheehan Ganguly,University of Washington,Redshirt Sophomore,Midfielder,5'6,,Interlake,Bellevue,(WA) - Washington,False,,5'7-5'3
Asher Hestad,University of Washington,Sophomore,Defender,6'1,,Lincoln,Seattle,(WA) - Washington,False,,6'0-6'6
Connor Lofy,University of Washington,Redshirt Sophomore,Midfielder,6'0,,O'Dea,Kirkland,(WA) - Washington,False,,6'0-6'6
Levi Hawk,University of Washington,Redshirt Junior,Midfielder,5'10,,Lewis & Clark,Seattle,(WA) - Washington,False,,5'8-5'11
Julian Banks,University of Washington,Sophomore,Forward,6'1,,Edina,Edina,(MN) - Minnesota,False,,6'0-6'6
Jaeger Felton,University of Washington,Sophomore,Goalkeeper,6'1,,Seattle Prep,Seattle,(WA) - Washington,False,,6'0-6'6
Brecken Bowers,University of Washington,Sophomore,Midfielder,5'10,,Inglemoor,Woodinville,(WA) - Washington,False,,5'8-5'11
Chad Sovde,University of Washington,Redshirt Sophomore,Midfielder,6'1,,Newport,Bellevue,(WA) - Washington,False,,6'0-6'6
Gabe Fernandez,University of Washington,Sophomore,Defender,5'7,,South Kitsap,Port Orchard,(WA) - Washington,False,,5'7-5'3
Jack Roach,University of Wisconsin,Sophomore,Goalkeeper,6'3,170,,Plymouth,(MN) - Minnesota,False,170-199,6'0-6'6
Matisse Hébert,University of Wisconsin,Freshman,Goalkeeper,6'4,175,,Montreal,Quebec,True,170-199,6'0-6'6
Julian Kuhr,University of Wisconsin,Freshman,Midfielder,5'8,169,,Hermosa Beach,(CA) - California,False,150-169,5'8-5'11
Wade Stinson,University of Wisconsin,Junior,Defender,,,,Webster,(CT) - Connecticut,False,,
Markie  Hrvojevic,University of Wisconsin,Sophomore,Forward,6'1,175,,Wilmette,(IL) - Illinois,False,170-199,6'0-6'6
Cristobal Porter,University of Wisconsin,Redshirt Freshman,Forward,6'1,,,Concepcion,Chile,True,,6'0-6'6
Bart Muns,University of Wisconsin,Junior,Forward,6'3,186,,Amsterdam,Netherlands,True,170-199,6'0-6'6
Ola Arnsten,University of Wisconsin,Junior,Midfielder,5'11,172,,Hitra,Norway,True,170-199,5'8-5'11
Roman Eisa,University of Wisconsin,Sophomore,Forward,6'3,160,,Elmhurst,(IL) - Illinois,False,150-169,6'0-6'6
Matthew Zachemski,University of Wisconsin,Freshman,Midfielder,5'10,170,,Itasca,(IL) - Illinois,False,170-199,5'8-5'11
Thomas Raimbault,University of Wisconsin,Junior,Forward,5'11,175,,Wellington,New Zealand,True,170-199,5'8-5'11
Gianluca Del Priore,University of Wisconsin,Sophomore,Midfielder,5'9,,,St. Catherines,,False,,5'8-5'11
Will Smith,University of Wisconsin,Sophomore,Defender,6'1,185,,Whitefish Bay,(WI) - Wisconsin,False,170-199,6'0-6'6
Caleb Capone,University of Wisconsin,Freshman,Forward,5'10,,,,,False,,5'8-5'11
Ellis Jones,University of Wisconsin,Sophomore,Defender,6'2,175,,Wednesbury,,False,170-199,6'0-6'6
Matias Mott,University of Wisconsin,Freshman,Defender,6'0,,,San Marcos,(CA) - California,False,,6'0-6'6
Andrew Chavez,University of Wisconsin,Sophomore,Defender,5'6,140,,Elmhurst,(IL) - Illinois,False,130-149,5'7-5'3
Luke Shrivers,University of Wisconsin,Freshman,Goalkeeper,6'3,180,,Centerville,(OH) - Ohio,False,170-199,6'0-6'6
Luke Nicholson,University of Wisconsin – Green Bay,Junior,Midfielder / Forward,5'11,,Vardar SC,Lyon,(MI) - Michigan,False,,5'8-5'11
Jeloni Murray-Powell,University of Wisconsin – Green Bay,Senior,Midfielder,5'11,,St. Mary's Catholic Secondary,Pickering,Ontario,True,,5'8-5'11
James Dorchester,University of Wisconsin – Green Bay,Sophomore,Midfielder,5'10,,De Pere,Green Bay,(WI) - Wisconsin,False,,5'8-5'11
Chris Album,University of Wisconsin – Green Bay,Senior,Forward,6'0,,Whitecaps FC,Vancouver,Canada,True,,6'0-6'6
Noah Madrigal,University of Wisconsin – Green Bay,Graduate Student,Forward,6'1,,Peoria Notre Dame,Peoria,(IL) - Illinois,False,,6'0-6'6
Oscar Bjornskov,University of Wisconsin – Green Bay,Sophomore,Forward,5'9,,Learnmark Horsens HHX,Horsens,Denmark,True,,5'8-5'11
Kazuki Okazaki,University of Wisconsin – Green Bay,Redshirt Senior,Defender,5'8,,Matsushou Gakuen,Nagano,Japan,True,,5'8-5'11
So Nishikawa,University of Wisconsin – Green Bay,Graduate Student,Defender,5'10,,Wesley College,Melbourne,Australia,True,,5'8-5'11
Keegan Walker,University of Wisconsin – Green Bay,Senior,Forward,5'9,,,Oakville,Ontario,True,,5'8-5'11
Dennis Nyame,University of Wisconsin – Green Bay,Junior,Forward,5'10,,Suwon Kye Myung/Hoosac School,Seoul,,False,,5'8-5'11
Tommy Coughlin,University of Wisconsin – Green Bay,Senior,Midfielder,5'7,,Crystal Lake South,Crystal Lake,(IL) - Illinois,False,,5'7-5'3
Baylor Denu,University of Wisconsin – Green Bay,Junior,Defender,6'3,,Rockford Raptors,Beloit,(WI) - Wisconsin,False,,6'0-6'6
Aleks Pituch,University of Wisconsin – Green Bay,Senior,Forward,5'9,,Amos Alonzo Stagg,Palos Hills,(IL) - Illinois,False,,5'8-5'11
Noah Lechelt,University of Wisconsin – Green Bay,Junior,Midfielder,5'11,,Harry Ainlay,Edmonton,Canada,True,,5'8-5'11
Spencer Dunlap,University of Wisconsin – Green Bay,Senior,Midfielder,5'11,,Appleton East,Appleton,(WI) - Wisconsin,False,,5'8-5'11
Dubem Obilo,University of Wisconsin – Green Bay,Senior,Defender,6'0,,Assumption Secondary School,Ontario,Canada,True,,6'0-6'6
Tony Manciu,University of Wisconsin – Green Bay,Senior,Midfielder / Forward,5'9,,DeLaSalle High School,Minneapolis,(MN) - Minnesota,False,,5'8-5'11
Dylan Moua,University of Wisconsin – Green Bay,Senior,Forward,5'8,,,St. Paul,(MN) - Minnesota,False,,5'8-5'11
Oscar Arroyo,University of Wisconsin – Green Bay,Junior,Defender / Midfielder,6'0,,FC Wisconsin,Kimberly,(WI) - Wisconsin,False,,6'0-6'6
Carson Shene,University of Wisconsin – Green Bay,Freshman,Goalkeeper,6'2,,Allen Park,Allen Park,(MI) - Michigan,False,,6'0-6'6
Drew Swancutt,University of Wisconsin – Green Bay,Junior,Goalkeeper,5'11,,Michigan Jaguars,Northville,(MI) - Michigan,False,,5'8-5'11
Justin Arias,University of Wisconsin – Green Bay,Freshman,Midfielder,,,,Bloomington,(MN) - Minnesota,False,,
Gio Cruz,University of Wisconsin – Green Bay,Freshman,Defender,,,,Bloomington,(MN) - Minnesota,False,,
Dylan Drendel,University of Wisconsin – Green Bay,Freshman,Midfielder,,,,Oswego,(IL) - Illinois,False,,
Kamden Held,University of Wisconsin – Green Bay,Redshirt Freshman,Midfielder,,,Naperville Central,Naperville,(IL) - Illinois,False,,
Nathan Moua,University of Wisconsin – Green Bay,Freshman,Midfielder,,,,Ham Lake,(MN) - Minnesota,False,,
Rayme Nyembwe,University of Wisconsin – Green Bay,Freshman,Defender,,,,Vadnais Heights,(MN) - Minnesota,False,,
Philip Oesterbaek,University of Wisconsin – Green Bay,Redshirt Freshman,Goalkeeper,,,Erhvervsakademi Sydvest,Soenderborg,Denmark,True,,
Ty Perkins,University of Wisconsin – Green Bay,Freshman,Midfielder,,,,Minnetonka,(MN) - Minnesota,False,,
Nic Diana,University of Wisconsin – Milwaukee,Junior,Goalkeeper,6'1,175,Warren Township / Purdue Fort Wayne,Grayslake,(IL) - Illinois,False,170-199,6'0-6'6
Nolan Meyer,University of Wisconsin – Milwaukee,Redshirt Sophomore,Goalkeeper,6'5,190,Andover,Andover,(MN) - Minnesota,False,170-199,6'0-6'6
Sam Torhorst,University of Wisconsin – Milwaukee,Senior,Defender,6'0,180,Waterford Union,Waterford,(WI) - Wisconsin,False,170-199,6'0-6'6
Angel Gongora,University of Wisconsin – Milwaukee,Senior,Midfielder,6'2,180,Appleton North / Madison College,Appleton,(WI) - Wisconsin,False,170-199,6'0-6'6
Alejandro Zuniga,University of Wisconsin – Milwaukee,Junior,Midfielder,6'3,168,Palmetto Ridge / Daytona State,Naples,(FL) - Florida,False,150-169,6'0-6'6
Bienvenu Djunga,University of Wisconsin – Milwaukee,Graduate Student,Forward,5'11,173,Lycée Auguste Renoir / Otero,Asnières-sur-Seine,France,True,170-199,5'8-5'11
Nico Steinweg,University of Wisconsin – Milwaukee,Senior,Forward,5'9,180,Immanuel-Kant-Gymnasium / USC Union,Dortmund,Germany,True,170-199,5'8-5'11
Ryan Berghauer,University of Wisconsin – Milwaukee,Sophomore,Defender,6'0,170,Brookfield East,Elm Grove,(WI) - Wisconsin,False,170-199,6'0-6'6
Daiki Kumakawa,University of Wisconsin – Milwaukee,Graduate Student,Defender / Midfielder,5'5,142,Ryutsu Keizai / Otero,Ryugasaki,Japan,True,130-149,5'7-5'3
Praise Ogwu,University of Wisconsin – Milwaukee,Sophomore,Forward,6'3,170,Homestead,Cedarburg,(WI) - Wisconsin,False,170-199,6'0-6'6
Breon Jarvis,University of Wisconsin – Milwaukee,Sophomore,Defender,5'11,160,Whitefish Bay,Whitefish Bay,(WI) - Wisconsin,False,150-169,5'8-5'11
Felix Huwiler,University of Wisconsin – Milwaukee,Sophomore,Forward,6'2,170,Marquette University,Milwaukee,(WI) - Wisconsin,False,170-199,6'0-6'6
Pascal Leatherman,University of Wisconsin – Milwaukee,Sophomore,Defender,5'8,140,Central Senior,Saint Paul,(MN) - Minnesota,False,130-149,5'8-5'11
Gabe Thistle,University of Wisconsin – Milwaukee,Senior,Midfielder / Forward,5'9,150,Brookfield Central,Brookfield,(WI) - Wisconsin,False,150-169,5'8-5'11
Daniel Gill,University of Wisconsin – Milwaukee,Redshirt Freshman,Defender,6'1,170,Cedarburg,Newport,Wales,True,170-199,6'0-6'6
Mitch Goodman,University of Wisconsin – Milwaukee,Redshirt Junior,Defender,5'7,145,Carmel Catholic,Lindenhurst,(IL) - Illinois,False,130-149,5'7-5'3
Ben Grimm,University of Wisconsin – Milwaukee,Senior,Forward,5'9,160,Whitefish Bay,Whitefish Bay,(WI) - Wisconsin,False,150-169,5'8-5'11
Jack Wagner,University of Wisconsin – Milwaukee,Sophomore,Defender,6'4,180,Kettle Moraine,Delafield,(WI) - Wisconsin,False,170-199,6'0-6'6
Adam Heiden,University of Wisconsin – Milwaukee,Redshirt Freshman,Goalkeeper,5'10,150,Armstrong,Plymouth,(MN) - Minnesota,False,150-169,5'8-5'11
Jack Bowden,University of Wisconsin – Milwaukee,Senior,Midfielder,5'11,153,Ellon Academy / Herkimer CC,Aberdeen,,False,150-169,5'8-5'11
Ben Williams,Utah Valley University,Senior,Goalkeeper,6'3,190,Skyridge HS,Lehi,(UT) - Utah,False,170-199,6'0-6'6
Gilles Aurelien,Utah Valley University,Senior,Midfielder,,,,Bracknell,,False,,
Sharif Sayawu,Utah Valley University,Freshman,Forward,6'0,161,Odupong Senior HS,Agona Duakwa,Ghana,True,150-169,6'0-6'6
Keith Willey,Utah Valley University,Senior,Defender,5'10,155,Del Oro HS,Newcastle,(CA) - California,False,150-169,5'8-5'11
Noah Pogue,Utah Valley University,Redshirt Junior,Forward,6'2,175,Corner Canyon HS/Sparta United,Draper,(UT) - Utah,False,170-199,6'0-6'6
Elijah Gozo,Utah Valley University,Senior,Forward,5'11,165,Westlake HS,Salt Lake City,(UT) - Utah,False,150-169,5'8-5'11
Alex Fritcher,Utah Valley University,Senior,Defender,6'0,160,Westlake HS/Utah Storm,Lindon,(UT) - Utah,False,150-169,6'0-6'6
Naime Odeh,Utah Valley University,Sophomore,Midfielder,5'7,140,Fremont HS,West Haven,(UT) - Utah,False,130-149,5'7-5'3
