name,team,gradClass,position,height,weight,highSchool,homeTown_city,homeTown_state,isInternational,weight_group,height_group
Juan Carlos Alvarez,American University,Sophomore,Goalkeeper,6'3,,,McAllen,(TX) - Texas,False,,6'0-6'6
Dominic Dominguez,American University,Senior,Goalkeeper,5'11,,Atlantic Coast,Jacksonville,(FL) - Florida,False,,5'8-5'11
Jonah Fogel,American University,Junior,Defender,5'10,,Shattuck-St. Mary's,Brooklyn,(NY) - New York,False,,5'8-5'11
Rex-Emmanuel Cobbina,American University,Freshman,Defender,5'10,,York Mills Collegiate Institute,Toronto,Ontario,True,,5'8-5'11
Cooper Nunn,American University,Graduate Student,Defender,6'0,,Gleeson College,Adelaide,Australia,True,,6'0-6'6
Nicholas Shirley,American University,Senior,Defender,6'0,,Northwest,Germantown,(MD) - Maryland,False,,6'0-6'6
Taku Takahashi,American University,Senior,Defender,5'9,,Sendai,Miyagi,Japan,True,,5'8-5'11
Miles Lam,American University,Senior,Midfielder,5'10,,Mount St. Joseph's,Linthicum,(MD) - Maryland,False,,5'8-5'11
Tim Schliemann,American University,Junior,Midfielder,5'10,,,Berlin,Germany,True,,5'8-5'11
Sam Hershey,American University,Senior,Forward,6'3,,McCaskey,Lancaster,(PA) - Pennsylvania,False,,6'0-6'6
Dilane Zouantcha,American University,Senior,Forward,5'8,,Northwest,Yaounde,Cameroon,True,,5'8-5'11
Zemi Rodriguez,American University,Senior,Midfielder,5'9,,St. Benedict's Prep,Goshen,(NY) - New York,False,,5'8-5'11
Moad Ezzahir,American University,Freshman,Midfielder,5'11,,John R. Lewis,Springfield,,False,,5'8-5'11
Ian Webb-Johnson,American University,Sophomore,Defender,6'3,,TECCA Connections Academy,Westwood,(MA) - Massachusetts,False,,6'0-6'6
Kobe Keomany,American University,Freshman,Midfielder,5'9,,McDonogh School,White Marsh,(MD) - Maryland,False,,5'8-5'11
Sebastian Garces,American University,Junior,Midfielder,5'9,,Freedom,Bethlehem,(PA) - Pennsylvania,False,,5'8-5'11
Reyes Parra,American University,Sophomore,Midfielder,5'7,,Shattuck-St. Mary's,Round Lake,(IL) - Illinois,False,,5'7-5'3
Leo Palomo,American University,Senior,Midfielder,6'0,,Northwest,Boyds,(MD) - Maryland,False,,6'0-6'6
Colin O'Brien,American University,Freshman,Forward,6'1,,St. Peter's Prep,Hoboken,(NJ) - New Jersey,False,,6'0-6'6
Mustapha Sowe,American University,Senior,Forward,5'10,,Harrison,East Newark,(NJ) - New Jersey,False,,5'8-5'11
Jared Weber,American University,Sophomore,Midfielder,5'9,,Justice,Falls Church,,False,,5'8-5'11
Toshi Davis,American University,Junior,Midfielder,5'8,,Towson,Baltimore,(MD) - Maryland,False,,5'8-5'11
Ethan Boyle,American University,Graduate Student,Midfielder,6'2,,Denver East,Denver,(CO) - Colorado,False,,6'0-6'6
Owen Edsell,American University,Sophomore,Defender,6'1,,Montclair,Montclair,(NJ) - New Jersey,False,,6'0-6'6
Chris Sullivan,American University,Freshman,Midfielder,5'6,,Southampton,Southampton,(NY) - New York,False,,5'7-5'3
Oliver Snowdon,American University,Freshman,Midfielder,5'8,,Shattuck-St. Mary's,Lorton,,False,,5'8-5'11
Javi Gonzalez,American University,Freshman,Midfielder,5'9,,Maspeth,Woodside,(NY) - New York,False,,5'8-5'11
Patryk Rojek,American University,Freshman,Forward,5'11,,Taft,Chicago,(IL) - Illinois,False,,5'8-5'11
Troy Elgersma,American University,Junior,Midfielder,6'3,,Redlands,Redlands,(CA) - California,False,,6'0-6'6
Matthew Tibbetts,American University,Junior,Goalkeeper,6'2,,K12 Private Academy,Westborough,(MA) - Massachusetts,False,,6'0-6'6
Peter Van Euwen,Bellarmine University,Graduate Student,Goalkeeper,5'11,180,St. Ignatius,Avon Lake,(OH) - Ohio,False,170-199,5'8-5'11
Tudor Iordan,Bellarmine University,Junior,Goalkeeper,6'3,175,College Bois-de-Boulogne,Laval,Quebec,True,170-199,6'0-6'6
Cade Morgan,Bellarmine University,Redshirt Junior,Midfielder,5'10,165,Lakota West,West Chester,(OH) - Ohio,False,150-169,5'8-5'11
Michael Voulgaris,Bellarmine University,Sophomore,Defender,6'0,160,Oshkosh West,Van Dyne,(WI) - Wisconsin,False,150-169,6'0-6'6
Alex Halevy,Bellarmine University,Redshirt Junior,Forward,6'2,170,Garces Memorial,Bakersfield,(CA) - California,False,170-199,6'0-6'6
Brendan Schoemehl,Bellarmine University,Graduate Student,Midfielder,6'1,182,De Smet Jesuit,St. Louis,(MO) - Missouri,False,170-199,6'0-6'6
Johan Nissen-Lie,Bellarmine University,Sophomore,Forward,6'3,176,Donski Videregaende Skole,Asker,Norway,True,170-199,6'0-6'6
Tate McCrery,Bellarmine University,Redshirt Junior,Midfielder,6'2,165,Ballard,Louisville,(KY) - Kentucky,False,150-169,6'0-6'6
Sawyer Gribble,Bellarmine University,Sophomore,Defender,6'4,190,Woodford County,Versailles,(KY) - Kentucky,False,170-199,6'0-6'6
Bennett Kirn,Bellarmine University,Redshirt Junior,Defender,6'2,190,Lexington Catholic,Lexington,(KY) - Kentucky,False,170-199,6'0-6'6
Luke Gonda,Bellarmine University,Sophomore,Midfielder,6'0,155,Schaumburg,Schaumburg,(IL) - Illinois,False,150-169,6'0-6'6
Jeffrey Cox,Bellarmine University,Redshirt Junior,Defender,6'2,190,St. Xavier,Louisville,(KY) - Kentucky,False,170-199,6'0-6'6
Rhys Davies,Bellarmine University,Senior,Defender,6'1,175,Auckland Grammar School,Waipu,New Zealand,True,170-199,6'0-6'6
Jackson Marks,Bellarmine University,Redshirt Senior,Midfielder,5'9,155,St. Xavier,Louisville,(KY) - Kentucky,False,150-169,5'8-5'11
Sawyer Trowel,Bellarmine University,Sophomore,Midfielder,6'0,175,Lafayette,Lexington,(KY) - Kentucky,False,170-199,6'0-6'6
James Gardev,Bellarmine University,Senior,Defender,6'0,170,Shattuck-Saint Mary's,Lexington,(KY) - Kentucky,False,170-199,6'0-6'6
Braden Griffin,Bellarmine University,Redshirt Junior,Defender,6'2,185,West Ottawa,Zeeland,(MI) - Michigan,False,170-199,6'0-6'6
Nick Harshaw,Bellarmine University,Sophomore,Midfielder,5'9,140,Louisville Collegiate,Louisville,(KY) - Kentucky,False,130-149,5'8-5'11
Ethan Jacobs,Bellarmine University,Junior,Midfielder,5'10,162,Bay,Bay Village,(OH) - Ohio,False,150-169,5'8-5'11
Collin Folds,Bellarmine University,Senior,Midfielder,6'1,180,Saint Ignatius,Berea,(OH) - Ohio,False,170-199,6'0-6'6
Teddy Franke,Bellarmine University,Sophomore,Forward,6'2,165,Rockhurst HS,Leawood,(KS) - Kansas,False,150-169,6'0-6'6
Jackson Jones,Bellarmine University,Sophomore,Midfielder,6'2,180,Carmel,Carmel,(IN) - Indiana,False,170-199,6'0-6'6
Martin Cadagan,Bellarmine University,Sophomore,Defender,6'2,187,Colegio Pumahue Chicureo,Santiago,Chile,True,170-199,6'0-6'6
Alessandro Rincon,Bellarmine University,Sophomore,Midfielder,5'8,155,Bradenton Christian,Bradenton,(FL) - Florida,False,150-169,5'8-5'11
Jimmy McCamey,Bellarmine University,Sophomore,Midfielder,5'10,160,St. Anne-Pacelli Catholic,Cataula,(GA) - Georgia,False,150-169,5'8-5'11
Gavin Thompson,Bellarmine University,Redshirt Sophomore,Goalkeeper,6'5,205,Goshen,Goshen,(OH) - Ohio,False,Above 200,6'0-6'6
Miles Kipley,Belmont University,Redshirt Freshman,Goalkeeper,6'2,180,Independence HS,Franklin,(TN) - Tennessee,False,170-199,6'0-6'6
Grant Calvert,Belmont University,Graduate Student,Goalkeeper,6'2,185,Blue Valley HS,Stilwell,(KS) - Kansas,False,170-199,6'0-6'6
Parker Forbes,Belmont University,Graduate Student,Defender,6'1,165,Cedar Park HS,Cedar Park,(TX) - Texas,False,150-169,6'0-6'6
Riley Clothier,Belmont University,Senior,Defender,6'3,175,Oakland HS,Murfreesboro,(TN) - Tennessee,False,170-199,6'0-6'6
Griffin Moore,Belmont University,Junior,Defender,6'3,170,Cherry Creek HS,Eagle,(CO) - Colorado,False,170-199,6'0-6'6
Nate Mefford,Belmont University,Redshirt Junior,Defender,6'3,190,Homeschool,Cincinnati,(OH) - Ohio,False,170-199,6'0-6'6
Brad Dildy,Belmont University,Senior,Midfielder,6'0,170,Smithson Valley HS,San Antonio,(TX) - Texas,False,170-199,6'0-6'6
Caleb Robertson,Belmont University,Sophomore,Midfielder,6'1,170,Dacula HS,Dacula,(GA) - Georgia,False,170-199,6'0-6'6
Jimiyu Mark,Belmont University,Redshirt Senior,Forward,5'6,148,Klein HS,Houston,(TX) - Texas,False,130-149,5'7-5'3
Lucas Wolthers,Belmont University,Redshirt Sophomore,Forward,6'1,180,Merrol Hyde Magnet School,Hendersonville,(TN) - Tennessee,False,170-199,6'0-6'6
Hayden Robinson,Belmont University,Freshman,Defender,6'2,161,Oceanside Collegiate Academy,Charleston,(SC) - South Carolina,False,150-169,6'0-6'6
AJ Elliott,Belmont University,Junior,Defender,5'9,150,Franklin HS,Franklin,(TN) - Tennessee,False,150-169,5'8-5'11
Brock Kiper,Belmont University,Redshirt Junior,Forward,6'5,175,Archbishop Moeller HS,Mason,(OH) - Ohio,False,170-199,6'0-6'6
Simeon Betapudi,Belmont University,Redshirt Junior,Midfielder,5'10,155,Memphis University School,Collierville,(TN) - Tennessee,False,150-169,5'8-5'11
Emmanuel Aranda,Belmont University,Sophomore,Midfielder,6'1,180,Vandegrift HS,Austin,(TX) - Texas,False,170-199,6'0-6'6
Dylan Steely,Belmont University,Redshirt Senior,Defender,6'2,180,Hoover HS,Hoover,(AL) - Alabama,False,170-199,6'0-6'6
Ethan Schlegel,Belmont University,Redshirt Junior,Midfielder,6'3,193,Station Camp HS,Gallatin,(TN) - Tennessee,False,170-199,6'0-6'6
Oscar Hough,Belmont University,Senior,Midfielder,6'1,164,Wellington College,Wellington,New Zealand,True,150-169,6'0-6'6
Dru Stanton,Belmont University,Redshirt Sophomore,Defender,6'1,175,McIntosh HS,Peachtree City,(GA) - Georgia,False,170-199,6'0-6'6
Patrick Reddy,Boston College,Junior,Defender,6'2,185,H Frank Carey,Franklin Square,(NY) - New York,False,170-199,6'0-6'6
Christian Bejar,Boston College,Junior,Defender,5'9,160,Brooks School,Lawrence,(MA) - Massachusetts,False,150-169,5'8-5'11
Bryan Toro,Boston College,Freshman,Defender,6'0,170,IFA New England,Revere,(MA) - Massachusetts,False,170-199,6'0-6'6
Sander Martinsen-Wold,Boston College,Freshman,Midfielder,6'0,176,Moss FK,Vestby,Norway,True,170-199,6'0-6'6
Aidan Farwell,Boston College,Senior,Midfielder / Forward,6'0,160,Milton Academy,Scituate,(MA) - Massachusetts,False,150-169,6'0-6'6
Ask Ekeland,Boston College,Junior,Midfielder,6'3,190,St. Svithun VGS,Stavanger,Norway,True,170-199,6'0-6'6
Michael Asare,Boston College,Freshman,Forward,6'0,148,Rush Select Academy,Kumasi,Ghana,True,130-149,6'0-6'6
Marci Killeen,Boston College,Redshirt Sophomore,Midfielder,6'0,175,Brea Olinda High School,Brea,(CA) - California,False,170-199,6'0-6'6
Max Andrews,Boston College,Junior,Defender,6'2,202,Army,Wilton,(CT) - Connecticut,False,Above 200,6'0-6'6
Connor Gibson,Boston College,Junior,Midfielder,6'0,163,Boston Bolts,Newton,(MA) - Massachusetts,False,150-169,6'0-6'6
Marco Dos Santos,Boston College,Sophomore,Midfielder,5'9,150,Revolution Academy,Windham,(NH) - New Hampshire,False,150-169,5'8-5'11
Erick Almendares,Boston College,Junior,Midfielder,5'10,165,Friends Academy,East Meadow,(NY) - New York,False,150-169,5'8-5'11
Jack Burkhardt,Boston College,Sophomore,Defender / Midfielder,6'0,168,Revolution Academy,Sutton,(MA) - Massachusetts,False,150-169,6'0-6'6
Devon Galluzzo,Boston College,Freshman,Defender,6'1,155,Barca Academy AZ,Commack,(NY) - New York,False,150-169,6'0-6'6
CJ Williams,Boston College,Junior,Defender,6'2,183,Valley Stream,Valley Stream,(NY) - New York,False,170-199,6'0-6'6
Moritz Gundelach,Boston College,Sophomore,Defender,6'2,172,FC Nuremberg,Stockstadt,Germany,True,170-199,6'0-6'6
Dylan Mafong,Boston College,Freshman,Midfielder,5'9,150,Albion SC,San Diego,(CA) - California,False,150-169,5'8-5'11
Simba Odhiambo,Boston College,Sophomore,Defender / Midfielder,6'2,185,Shattuck St. Mary’s,Austin,(TX) - Texas,False,170-199,6'0-6'6
Sebastian Pliszka,Boston College,Sophomore,Goalkeeper,6'4,188,Loomis Chaffee,Newington,(CT) - Connecticut,False,170-199,6'0-6'6
Bryce Copeland-Del Toro,Boston College,Junior,Goalkeeper,6'0,165,Florida Gulf Coast,Coral Springs,(FL) - Florida,False,150-169,6'0-6'6
Leo Seidel,Boston College,Sophomore,Goalkeeper,6'3,200,Lexington,Lexington,(MA) - Massachusetts,False,Above 200,6'0-6'6
Patrick Donovan,Boston College,Junior,Goalkeeper,6'2,190,Staples,Westport,(CT) - Connecticut,False,170-199,6'0-6'6
Johannes Hanken Tjostheim,Boston College,Junior,Forward,6'2,185,Fagerlia VGS Toppidrett,Aalesund,Norway,True,170-199,6'0-6'6
Dilen Patel,Boston College,,Unknown,,,Team Impact,Needham,(MA) - Massachusetts,False,,
Nikolai Rojel,Boston College,Junior,Forward,6'2,190,UCLA,Copenhagen,Denmark,True,170-199,6'0-6'6
William Clavier,Boston University,Sophomore,Goalkeeper,6'5,180,Gainesville,Gainesville,(FL) - Florida,False,170-199,6'0-6'6
Andrew Wike,Boston University,Graduate Student,Goalkeeper,5'11,175,Edwardsville,Edwardsville,(IL) - Illinois,False,170-199,5'8-5'11
Ryan Lau,Boston University,Junior,Defender,6'1,170,YSC Academy,Ambler,(PA) - Pennsylvania,False,170-199,6'0-6'6
Ben Mazza-Bergeron,Boston University,Sophomore,Defender,5'11,165,Worcester Academy,Burlington,(VT) - Vermont,False,150-169,5'8-5'11
Neal Carlson,Boston University,Senior,Defender,5'10,170,McCallie (Tenn.),Birmingham,(AL) - Alabama,False,170-199,5'8-5'11
Diego Rived,Boston University,Junior,Midfielder,5'11,165,Doral Academy Prep (Fla.),Zaragoza,Spain,True,150-169,5'8-5'11
Andrea Di Blasio,Boston University,Sophomore,Forward,6'1,175,Leon M. Goldstein,Brooklyn,(NY) - New York,False,170-199,6'0-6'6
Daniel Kim,Boston University,Senior,Midfielder,5'9,165,Earl Haig Secondary School,Toronto,Ontario,True,150-169,5'8-5'11
Alex Bonnington,Boston University,Junior,Forward,6'1,180,Wickersley School & Sports College,Rotherham,,False,170-199,6'0-6'6
Andrew Rent,Boston University,Senior,Forward,5'10,160,Gorham,Gorham,(ME) - Maine,False,150-169,5'8-5'11
Quin DeLaMater,Boston University,Junior,Defender,6'2,185,Hillgrove,Marietta,(GA) - Georgia,False,170-199,6'0-6'6
Aidan Kieffer,Boston University,Junior,Defender,6'5,195,South Kent School (Conn.),Portland,(ME) - Maine,False,170-199,6'0-6'6
Giuseppe Bagnato,Boston University,Junior,Defender,5'10,155,Xaverian,Brooklyn,(NY) - New York,False,150-169,5'8-5'11
John Roman,Boston University,Junior,Defender,6'4,190,Bainbridge,Bainbridge Island,(WA) - Washington,False,170-199,6'0-6'6
Markus Ramsey,Boston University,Freshman,Midfielder,5'9,155,Langley,McLean,,False,150-169,5'8-5'11
Dylan Williams,Boston University,Freshman,Forward,6'0,175,Sidwell Friends School,Glenn Dale,(MD) - Maryland,False,170-199,6'0-6'6
Tyler Johnson,Boston University,Senior,Forward,5'9,165,Burlingame (Calif.),Miami,(FL) - Florida,False,150-169,5'8-5'11
Charlie Tuckerman,Boston University,Sophomore,Defender,6'1,165,Columbus Academy,Columbus,(OH) - Ohio,False,150-169,6'0-6'6
Damola Salami,Boston University,Junior,Forward,6'0,170,Greater Atlanta Christian,Atlanta,(GA) - Georgia,False,170-199,6'0-6'6
Jason Zacarias,Boston University,Sophomore,Midfielder,5'11,150,Billerica Memorial,Billerica,(MA) - Massachusetts,False,150-169,5'8-5'11
Andrew Soczynski,Boston University,Senior,Defender,5'10,160,Shattuck St. Mary's,Maple Grove,(MN) - Minnesota,False,150-169,5'8-5'11
Keke Abai,Boston University,Sophomore,Forward,5'10,165,Stillwater,Stillwater,,False,150-169,5'8-5'11
Ben Alexander,Boston University,Junior,Goalkeeper,6'4,205,University Hill Secondary School,Chilliwack,Canada,True,Above 200,6'0-6'6
Aidan Holmes,Boston University,Senior,Midfielder,5'10,155,Corona del Mar,Newport Beach,(CA) - California,False,150-169,5'8-5'11
Aidan Bone,Boston University,Graduate Student,Forward,6'1,180,Longmeadow,Longmeadow,(MA) - Massachusetts,False,170-199,6'0-6'6
Luke Dunne,Boston University,Sophomore,Midfielder,5'11,155,James M. Bennett,Salisbury,(MD) - Maryland,False,150-169,5'8-5'11
Kevin Torres,Boston University,Senior,Midfielder,5'7,135,Glendora,Azusa,(CA) - California,False,130-149,5'7-5'3
Sheraz Saadat,Boston University,Junior,Goalkeeper,6'6,200,Briar Woods,Ashburn,,False,Above 200,6'6+
Gus Peacock,Bowling Green State University,Junior,Defender,6'0,175,Wyoming,Wyoming,(OH) - Ohio,False,170-199,6'0-6'6
Tim Koczulap,Bowling Green State University,Junior,Defender,6'0,163,Leibniz-Gymnasium Potsdam,Berlin,Germany,True,150-169,6'0-6'6
Amer Dedic,Bowling Green State University,Redshirt Junior,Defender,6'4,191,Friedrich List,Ulm,Germany,True,170-199,6'0-6'6
Ryko Bodurov,Bowling Green State University,Sophomore,Midfielder,5'7,,Olentangy Berlin,Columbus,(OH) - Ohio,False,,5'7-5'3
Andrew Shaffer,Bowling Green State University,Senior,Midfielder,6'0,168,St. Francis DeSales,Galena,(OH) - Ohio,False,150-169,6'0-6'6
Anthony Hernandez,Bowling Green State University,Junior,Midfielder,5'7,135,Central,Pickerington,(OH) - Ohio,False,130-149,5'7-5'3
Bennett Painter,Bowling Green State University,Junior,Forward,5'8,150,Anderson,Cincinnati,(OH) - Ohio,False,150-169,5'8-5'11
Aiden Ptacek,Bowling Green State University,Redshirt Sophomore,Midfielder,5'7,150,University School,Hudson,(OH) - Ohio,False,150-169,5'7-5'3
Mads Christensen,Bowling Green State University,Junior,Midfielder,6'1,157,Campus Vejle,Copenhagen,Denmark,True,150-169,6'0-6'6
Saul Rios,Bowling Green State University,Junior,Defender,6'0,165,Central Crossing,Columbus,(OH) - Ohio,False,150-169,6'0-6'6
Trace Terry,Bowling Green State University,Senior,Forward,6'2,184,Bellbrook,Bellbrook,(OH) - Ohio,False,170-199,6'0-6'6
Will Schutte,Bowling Green State University,Redshirt Sophomore,Goalkeeper,6'0,175,Colerain,Cincinnati,(OH) - Ohio,False,170-199,6'0-6'6
Jason Ball,Bowling Green State University,Redshirt Sophomore,Goalkeeper,6'3,180,Miamisburg,Miamisburg,(OH) - Ohio,False,170-199,6'0-6'6
Henrik Weiper,Brown University,Senior,Goalkeeper,,,Otto-Schott-Gymnasium Mainz Gonsenheim,Mainz,Germany,True,,
Iyke Dafe,Brown University,Junior,Defender,,,Elkins High School,Missouri City,(TX) - Texas,False,,
Greyson Mitchell,Brown University,Senior,Defender,,,Heritage,Littleton,(CO) - Colorado,False,,
Stefano D'Agostini,Brown University,Sophomore,Defender,,,Immaculate La Salle,Miami,(FL) - Florida,False,,
Mathias Hille,Brown University,Junior,Defender / Midfielder,,,Albert Einstein Schule,Frankfurt,Germany,True,,
Langdon Gryglas,Brown University,Senior,Defender / Midfielder,,,Arrowhead,Hartland,(WI) - Wisconsin,False,,
Mads Stistrup Petersen,Brown University,Senior,Defender / Midfielder,,,Tietgen Handelsgymnasium,Odense,Denmark,True,,
James Snaith,Brown University,Sophomore,Midfielder,,,Yorktown,Arlington,,False,,
Carlo Brown,Brown University,Junior,Forward,,,The Beacon School,New York,(NY) - New York,False,,
Lorenzo Amaral,Brown University,Junior,Forward,,,Oviedo,Orlando,(FL) - Florida,False,,
